shopper_id	gender	email_optin_flag
sh87D1BDCD405628A3	F	1
shCAFA1B7042EB54F1	F	1
sh15AAAD5C15316511	U	0
sh80569E26E2DF74E8	M	0
shB829ACF9BCF9AB3E	F	1
sh2331B0917035565E	F	1
shC188F83FF48AF3C0	F	1
shBEFC2006DA7D3F86	U	1
shA144CBD4D51AF9D4	M	1
shE69255E0BCCC8BAF	M	1
sh91B454BEB338AAFE	F	1
shD9648F6209695ABF	F	0
sh14BAB923AB10B322	F	1
shBC6670485EFD4200	M	1
shFC045087FEA7B727	M	1
shF9AC9E0BF74CFA1D	M	1
shCCC0F325356ECC2E	F	1
sh7C4336DDBFC2C215	F	1
sh92FE073133567526	F	1
sh926D4BEAA214D960	U	1
shF05724013D4B2DA7	M	1
sh17DE7FA3B7F14109	M	1
shDAD9A2E321EE60EB	F	1
sh6CA833942F16C056	F	1
sh884C5CC13B9964BA	F	1
shAF097BF939D63B1E	M	1
shA7B42B87FD30759D	M	1
shE71869553FE9A720	M	1
shB97949AEEC696447	F	1
sh264E47CA978A92C7	F	1
sh28C1BCED2D8ACC96	M	1
sh82669B4EF60B7B37	F	1
shD336EA648D378CFA	F	1
sh45836DA19FB3C2AD	F	1
sh8FE6F69686A1A050	F	1
sh240D25DBA5C84228	F	1
sh2B1120274439F697	M	1
sh185985883A76C905	M	1
shF11DF3D02F9A9C67	F	1
sh0F78765C183A50A5	F	0
sh71CDAC504E704829	F	1
sh083112D4879665AD	U	1
shB2D622A06942F28E	M	1
shD897EAD2F4ACC2FB	M	1
shBA948C71862C2F44	F	1
shE0181A2C31135284	F	1
sh676D0AC22F335A81	M	1
sh73B615C3203DA4B0	F	1
sh57CF0283D22A11E3	F	0
sh7B3E5EEE4E999897	M	1
shBBF5D33BF59FCC58	F	1
shCB32382DD11EF305	F	1
shBB49FBECF6F69BDD	F	1
shF5CBED1EE47CA343	F	1
sh0A9054E582AF4280	M	1
shD206F3F8C9D69774	M	1
sh71CBFF536545E313	F	1
sh6F659C7C23D8DE9C	F	1
sh05DBA04A48313130	F	1
sh5F306B3091D252A4	M	1
sh87CD70AF80948476	M	1
shA5A4F13ADE7C6AC4	M	1
shC20B903B3D22ADE9	F	1
sh24CE1E468E6AF442	F	0
shE566EDA8FA1594D0	F	1
shE0788571A27ECE5A	F	1
sh1C4D97A65B9E53E6	F	1
sh2FCE6EF16E792288	F	1
sh3228C44E568CC1F6	U	1
shF8A1E014EE4E7D53	M	1
sh879002620DA780CA	M	1
shBB2ABBF62A7A842E	F	1
sh366D9742A3F60D27	F	1
shB7B42F82608BFD13	F	1
sh9F7B4CB57CA4FDF2	M	1
shD06B0996DB42D608	M	1
shEBAD1528F3C595FE	M	1
sh3AA6882528F9181D	F	1
sh707B1435CF27DA7A	F	1
sh61187BE467CE270C	F	1
sh13A4C2BDFE62CFBF	F	1
shC751A590AD645787	M	1
sh9AAEB7C4D99DBFA6	M	1
sh5AD1335A57D537E8	F	1
shB39F203326E6D407	F	1
sh2EB1474532E1033E	F	1
sh75F6889F0D4B3120	M	1
sh14108FC8D7751A01	F	0
shC0863318FF365FE8	F	1
sh33A44098753E74AF	F	1
shB333BA9E7CE12931	F	1
shED334CA92BD5D7C6	F	1
sh6007F18CA1036BA5	U	1
shFB2F51FA51F9BE82	M	1
sh2499ED1EEA912833	M	1
sh617452ED23954307	F	1
shDF4DDF353BCDC56F	F	1
sh98F0DBC596184201	F	1
shF0E30B0390A82D37	M	1
sh52C4B09597FD0264	M	1
sh9800EA79C9AF7DBD	M	1
shBB96FCF5A8F41D93	F	1
shAB8035091DDC8849	F	1
sh3F823D737CD62A49	F	1
shED860A1DF8BB5B7F	U	1
shDE853D88D1C818B4	M	1
sh855D709A12AA1496	M	1
shDCB68F525ADFA08E	M	1
sh42E6DDB3CFED98C6	F	0
sh01522B4E61E7F399	F	0
shAFF47F8D65EDE2F3	M	1
sh5527912647DE43D5	M	1
sh7C57497F5F1A2670	M	1
sh53DE2620BFA98E06	F	1
sh9102F1E3AFBEC2FA	F	1
sh1515F1EA6ECE3704	F	1
shE403898291F04968	F	1
sh26506D714922765A	M	1
sh519BDD2A816C6B68	M	1
sh1BD43F04A097F998	F	1
shF03224048177F94C	F	1
sh184614DE9857EF14	F	1
sh3AA918D16B5A4703	M	1
shE792B3FCC93285A5	F	0
shBC28FAD03872FCD5	F	1
sh604B1FB2CBAEB3AC	U	1
sh4D44A025E0016DE0	M	1
shAEF30730A71286F1	U	1
sh1BD54FF0FBE5C4CF	M	0
sh7816319C3C9EF7CC	F	1
shEDBA2803920E1435	F	0
sh5B01B75FC4379C3F	M	1
shDF0B6C18CE5AE0AE	F	1
shB7DF66490BD42D3F	M	1
shF2F826E410D822F3	F	0
sh7EAA842AF735C817	F	1
sh880BB3AAACC720C9	F	1
sh9A75F06B395EF1C7	F	0
sh5DBAB2013E8C164C	F	1
sh251675BC0F0F6C58	F	1
shB9A21ED42D366562	M	1
sh887381EA95F5FDDB	F	1
sh77D070A7AF36309D	F	1
sh91BE21CEB81D52A8	M	1
sh4DE3BB3C77A3C9E4	F	1
sh5295A9A9FD1950B1	F	1
sh6058032BF2A8E26E	M	1
shFC060744905B6CF9	F	1
sh712D394B24E2EF4A	F	1
shEFF75BCB51344FC5	M	1
sh8FBD623BB8E9DD3E	F	1
sh6245FB3660D5465A	F	1
sh41AA911BD6BC1676	M	1
sh24FB55B3C96681D4	F	1
sh45EDA18EE7CB3BB0	F	1
sh6FEFE39845B39ECC	M	0
sh0D981F0E9E56955F	F	1
sh1121F6BB6C32605A	F	0
sh97823229646449A3	F	1
sh1B11D7C4BECA0F1F	M	0
shD43D0015F59C943D	F	1
sh3451236F127BD139	F	1
sh578C5FCE4C9D0070	F	1
shAE0B6D0FFB9943A2	F	1
sh485DCEE7FCDE50B2	F	1
sh81D532128DD6730A	U	1
shF4174AC2124316E9	M	1
sh3F9F001ADDACE428	M	1
sh4D4820AB60925A3A	F	1
sh8231942034B50E5C	F	1
sh9C16924608CD28B7	F	1
sh463D1F4656A07638	U	1
sh01C35FB50B5572AE	M	1
sh1FAC453A8DFCA5F3	M	1
sh2D26D2B5302B0426	F	1
shA7BFDAA69E467652	F	1
shDC9EB3C42EB707AE	F	1
shB76BA4FFC0B2EFB6	M	1
shEA3719C3530285B8	M	1
shD75868F51671D6FD	M	1
shEAC49E1C95136002	M	0
sh2840BEA90A62681E	F	1
sh5F3BE01227B02BE5	F	1
shE3DD03A07D434018	F	1
sh3FF7492E7828D4C9	M	1
shF9C10BDD4FAF7372	M	1
sh663CCDB03F587114	F	1
shF392137B27FAB5FA	F	1
sh8AA00BE426F0B49E	F	1
sh11A6064F8FC92427	U	1
sh8F756DA902D551BE	M	1
sh90F0DCE864EDB2A6	M	1
sh1954B7D007485EE5	F	1
sh72095C2B13F9DF50	F	1
shB34E4630230EF67E	F	1
sh94C1497FA6181357	M	1
sh1B28B10C32196AFD	F	0
sh8B0512B67B3BF69A	F	1
sh55FADA9093E40903	U	1
shE9D2168DCBAEE420	M	1
shB3CC5417B5363097	U	0
shB6DD7628368D0962	M	1
sh719DD1560EE64089	F	1
shBCC3FC7BD5156DE7	F	0
sh9F9DC69458668AE2	F	1
sh306FF334E724E204	U	1
shC1A58A8D7CDD8C39	M	1
shD977266BCEBDE202	F	1
sh6F592F5493C516F4	F	1
shCFC747A1326030C6	F	1
shC3811C69A7DD0EB5	F	1
sh45FE19A255791B9D	F	1
shEBF05D5BF038E8C4	F	1
sh44B704D627694F09	M	1
sh8A6F210CBCC1F2B8	F	1
shD0EEDBE65EF9B186	F	1
sh0575A1AD6EE45E63	M	1
sh0694A123B7575FAF	F	1
shD5BD02EA807A3A41	F	1
shD833AB779C071E36	M	1
shACACA3EAA2F27F25	F	1
shAF1E9C9AA1395BBE	F	1
sh40859E51D8991CC5	M	1
sh1076BF7BC6851255	F	1
sh1141946020FD7139	F	1
sh08A3CD7CA392A11B	M	1
sh6DCBD14E5CDE365D	F	1
shCB0C82451FE41A40	F	1
shF78A2461B051DA32	F	1
sh4C31F1629E3D9BEC	M	1
shC1D80AFD2FE3BE8F	F	1
shFE8E55C6D7888F83	F	1
sh7E28B6E25C621362	F	1
sh65FB4756422987AC	F	1
sh2FF88E97ADBC884A	F	1
sh28CA39D4CA1733F5	M	1
sh65650359F8FA5978	M	1
sh97C14B2B4221BC5D	M	1
shFD85F083B32A507F	F	1
sh5472B3059D03C43A	F	1
sh44DF6196DC2532ED	F	1
shF0192A5ADC4F15BF	U	1
sh45401072EB225583	M	1
shA369C07BEEE48F62	M	1
shE487BDAC48E98B0E	F	1
sh15C544E9C935FB5C	F	1
shE1BCCD26BECDFEA8	F	1
sh9B3A6906F29238B3	U	1
sh0A628935B7901DA2	M	1
shBB4252D6C6A56152	M	1
sh245F691A90413C1C	M	1
shC1E2E9DC7BE90F17	F	1
shFF9D7A12FFB14476	F	1
sh995BC87F97FA080D	F	1
sh14DD7CA551A6A4B1	M	1
sh94E1703D4E576AB8	M	1
shA8E666EE6A7D427F	F	1
sh52422AC6ED7E5C3A	F	1
sh354EE3D531511577	F	1
sh4DCDB10566C57554	M	1
shF7A67D8096EA2805	M	1
sh71535C34C68D7239	M	1
shA6FCAB9B3EC25E69	F	1
sh55129AFD8C527B13	F	1
shC4FDCFED400FA64F	F	1
sh8DDDDAD86C18D20B	M	1
sh3790BCDB5C83501C	F	1
sh839D79055B2AADA6	F	1
shFAD812A5D3B24937	U	1
shD0EA4631BB5D34F5	F	1
shF803FE86948E30F0	M	1
sh0AF83C22A158482A	M	1
sh70944395642155F7	F	1
sh981F77E49A8D06CB	F	1
sh1FC62ABAA1C8EB5E	U	1
shEE5E869636C3256E	F	1
sh5FFF4EB05B8F565D	M	1
shD81498732A6A0D66	F	1
sh5D6155DCBE2ABFA6	F	1
shB224234F923D63D3	F	1
sh8586EC7F43073446	F	0
shC7D6B28FAF5E0DE4	F	1
sh5D27B55E8016F4C0	F	1
shB59F49369E0AB9FD	M	1
shF41C1DAE5363E762	F	1
shB5C21D9A7CAB6407	F	1
shABA65B4A1547ECDB	M	1
shA4B8A81772F05C5E	F	1
sh845FB0DDA7273E0D	F	1
shDBC80253B4E5578D	M	1
sh5964ECAD7B516D87	F	1
shD7A2D8C0798F8F84	F	1
sh47DFFBD515539B5B	M	1
sh405DA6EBD9124452	F	1
sh845D909204F9E209	F	1
shE7DE056010D42190	M	1
shFAF487AF4A1C66C2	F	1
sh96BA9EC8E83F7FA1	F	1
sh580A07BB7151DF4C	M	1
sh0B7070C4EA368DE3	F	1
shDF2321A82913D544	F	1
sh60D6F9C651BFE397	F	1
shBDDEFC58F0299E91	F	0
sh0D1E86CE924BB3B6	F	1
sh1D2E1332A651570F	M	1
sh2F8F5583628EECFA	M	1
sh9FC89DFAF25DAB09	M	1
sh9362F48ED5F85992	F	1
shF2A432B09D730E65	F	1
shF878FB5482005FC0	F	1
sh52D976CE12EC46DE	U	1
sh30CBAD30140C8D08	M	1
sh884F0A1D8466D385	M	1
shCF169323CC400D42	F	1
sh23FE36D78D44BD6C	F	1
sh871EEFE0B5814C3D	F	1
sh6FD0D89B83356420	F	1
shCDF6D1872B95B603	M	1
sh71D13F157F6791B5	M	1
sh68BF6A38FCAB4E81	M	0
sh41AE36712E2FE038	M	1
shF2F6D9F8DFA59506	F	1
shDC2239CA10E8947A	M	1
shFEF97DC3D80320C5	M	1
shDE06B2BC61D6764B	M	1
shBF9C997C1816DF89	F	1
shD61E7C01F5B86E24	F	1
shC2E25AE7CDB969F4	F	1
sh437DBC959BB222DB	M	1
sh1260E16A04A2774F	M	1
sh35154610168FC96E	M	1
sh4D448F40D926FFCB	F	1
shF099AA757FCAF070	F	1
sh8F7D7DD18C71CB03	F	1
shC6B09890F383D938	M	1
sh961014DB55F8F82F	F	1
shBE6991B7585D5D1E	F	1
shB04F059F4358BD59	U	1
sh56BD759035D1E70F	M	1
sh5571FDB30DA666B9	F	1
sh6FFD51042B021F4E	M	1
shA81ABB2C69C00595	F	1
shF8DA133B422D967B	F	1
shB0ACB831F823C3C9	U	1
sh6DD7C4526A88B680	M	1
sh037BCA649C8C3074	M	1
shE00806D438EA2F11	F	1
shE75C1FAC5BF85339	F	1
sh589E62A7867D462B	F	1
shE15BD3451D8E16E7	M	1
sh1B2B343B00DBF61C	F	1
sh4578D92B5EB836F9	F	1
sh14A1BDA0344C3B4A	M	1
shA3B99E786069DFC0	F	1
sh51B7DD16675D2396	F	1
shED628973D5BAD980	M	1
sh5951E862CA42E796	F	1
sh198B694F386E14F0	M	1
sh541CC5F1AEDA4812	M	1
shAE9E1233C5DC1382	F	1
sh009CCC1A1D083D7C	F	1
sh4EE0361B81A3660C	M	1
sh5EF5ECED49C9B97B	F	1
shD4C77F08C203BFE7	F	1
sh357A9483655455F3	M	1
sh101A7F9948A679CC	F	1
shC7F727DB1BA1C266	F	1
sh47BAA22955294C05	M	1
shA91C80375EADFC33	F	0
sh91822A7B7FBBE0E3	F	1
sh4ABE31FF8353A19B	M	1
shF5D4805DED9D76D4	U	0
shD09ADDC08322BD00	M	1
sh644386498368FA2E	F	1
sh25C2710A1884CA2A	F	1
shA8974F9C57F0330E	M	1
sh9282F4D41447AC65	F	1
sh5560CDF9626A49C8	F	1
shB5165D45CAC7EB4A	M	1
shB8CD270B5AC95EA0	F	1
sh40AD30C9E36496C3	F	1
sh21ACA7B8CE565422	U	1
sh481BCBEB51A7A5F4	F	1
shC399434A9537E37F	M	1
sh08230D6469C4ABE9	F	1
shA44B33DFE9D161F9	M	0
shE6D382AD6214B5EC	F	1
shC5AD2CFF06E3577D	F	0
sh7017F5505F099886	F	1
shA5E1DFF97295C7EE	M	1
shC689AED31689EF7E	F	1
shEAD18BBE2A9033C7	F	1
sh8D3234FC5BC6C4D4	M	1
sh0EF7DDD6CBB34CA1	M	1
sh913B5F2A661485D9	F	0
sh0F7246170D05414C	F	1
shDF5521D171EF9837	U	1
shCAAE4E9EA4D26FE6	F	1
sh5618A50EB7F6EC04	F	1
sh9F56011E1BF81384	M	1
shA6921A9875086ACF	F	1
sh6E4AFF2AF079CD42	M	0
shBB801AE3A4AC47E2	F	1
sh7BA5BE12AC556D76	F	1
sh290A27C5BB45F345	M	1
sh6E0D09538B19E4E7	F	1
sh29964283853131BA	F	1
sh72A80DC0CE5F27C4	M	1
shC8A44EB779F0FF36	F	1
shD32CD5238F1EE1B2	F	1
sh2D6BFC463A2EF6A7	F	1
shAC78C94DBB2254D9	M	1
sh75A302AD92339734	F	1
shB4DEA565C10CB0E1	M	1
sh317B4F7F60129F5D	F	1
